0.13,-0.17,0.97,0.115,0.115,0.221,0.221,-0.148,0.685,-63,0,0,0.52,0.092,0.6,-0.26,0,55,-0.09,0.1,-0.08,-1.91,0.43,-0.16,0.04,0.5,1010.84,0.76,-1.32,-2.11,-5.05,-5,687,1.01,0.1,-0.655,73,-0.43,-0.13,-0.26
0.14,-0.33,0.82,0.115,0.115,0.089,0.089,-0.181,0.293,-7,0.4,0.39,0.03,-0.173,-1.75,-0.05,0,85,-0.21,0.57,0.4,-1.22,0.28,-0.13,-0.02,1.101,1007.36,0.47,-1.61,-0.48,-6.88,49,692,0.38,-0.12,-1.25,74,-0.5,-0.29,-0.67
0.16,-0.46,-0.17,0.114,0.114,0.094,0.094,0.476,0.351,-77,0.17,0.17,0.48,-0.226,1.51,-0.09,0,88,-0.49,-0.29,-1.27,-1.32,-0.38,-0.65,-0.35,-1.303,1016.82,-0.05,-0.52,-1.44,-7.98,21,719,2.01,-0.26,-1.788,75,-0.52,-0.77,0.66
0.09,-0.38,-0.44,0.113,0.113,-0.02,-0.02,0.512,-0.628,-142,-0.31,-0.32,-0.29,-1.296,0.08,-0.13,0,34,-0.44,-0.26,1.31,-3.09,-1.17,-1.97,-0.71,0.761,1017.54,-0.41,-1.33,-2.86,-9.01,60,687,0.1,-0.46,-1.702,76,-0.4,-1.49,-0.53
-0.01,-0.31,1.68,0.112,0.112,0.063,0.063,-1.656,0.163,-54,-0.34,-0.35,-2.13,-1.033,0.2,-0.19,0,32,-0.5,-0.91,-0.03,-2.99,-0.81,-1.64,-0.71,-1.173,1013.66,-0.54,0.01,0.65,-11.38,140,680,0.99,0.05,-1.839,77,-0.61,-1.29,1.39
-0.12,-0.31,1.2,0.112,0.112,0.093,0.093,-0.268,0.166,-46,-0.44,-0.44,0.58,-1.251,-1.64,-0.2,1,1293,-0.47,-0.94,0.06,-2.46,-0.93,-1.58,-0.8,0.498,1013.36,-0.5,0.97,0.09,-12.72,178,673,0.52,0.04,-1.8,78,-0.57,-1.71,-1.63
-0.16,-0.46,0.39,0.112,0.112,-0.051,-0.051,0.341,0.353,-93,-0.81,-0.82,-1.5,-1.477,-1.79,-0.26,0,3657,-0.69,0.88,-0.57,-2.83,-1.18,-1.46,-1.08,0.403,1018.15,-0.64,0.43,-0.14,-13.4,594,677,2.6,-0.19,-1.338,79,-0.66,-1.74,-0.34
-0.17,-0.56,-0.86,0.111,0.111,-0.021,-0.021,-0.122,-0.292,-60,-1.16,-1.18,0.29,-1.121,0.83,-0.24,4,2073,-0.56,-0.59,-2.57,-1.69,-1.43,-1.56,-1.16,1.899,1016.84,-0.84,0.08,-0.11,-14.53,777,699,2.03,-0.13,-0.982,80,-0.39,-0.79,1.89
-0.22,-0.61,-1.25,0.111,0.111,-0.017,-0.017,0.301,-0.626,-81,-0.68,-0.68,-1.04,-1.273,0.31,-0.18,5.75,3552,-0.86,2.49,-0.28,-1.71,-1.6,-1.73,-1.27,1.242,1015.01,-0.9,-0.94,-0.04,-12.83,10,701,1.35,-0.23,-0.607,81,-0.25,-0.7,0.94
-0.25,-0.57,-1.69,0.112,0.112,-0.039,-0.039,0.513,-0.284,-92,-0.57,-0.57,0.34,-1.129,-0.53,0.03,14.75,208,-0.88,2.09,1.16,-2.04,-1.48,-1.66,-1.48,0.072,1010.67,-0.77,0.52,0.99,-10.35,43,732,0.74,-0.32,-0.464,82,-0.14,-3.83,-2.15
-0.3,-0.58,-1.6,0.111,0.111,-0.033,-0.033,-0.328,-0.3,-43,-0.67,-0.67,-0.51,-1.111,-0.48,0.18,0,2,-0.61,1.54,0.29,-1.45,-1.13,-1.46,-1.16,-0.26,1005.62,-0.73,0.72,1.38,-9.99,173,726,0.12,-0.17,-0.189,83,-0.12,-1.95,-0.88
-0.27,-0.41,-1.07,0.111,0.111,-0.058,-0.058,0.553,-0.021,-82,-0.96,-0.95,-0.58,-1.124,,-0.1,0.5,30,-0.8,1.44,0.55,-1.47,-1.33,-1.55,-1.24,0.949,1011.77,-0.66,-0.5,-0.82,-9.56,-1,755,0.35,-0.3,0.081,84,-0.23,-0.25,-1.42
-0.3,-0.33,0.63,0.112,0.112,0.069,0.069,-1.163,0.785,7,-0.01,-0.01,-0.79,-1.006,-1.32,0.22,2,145,-0.71,-1.17,-2.65,-0.84,-0.93,-0.86,-0.91,2.308,1007.1,-0.68,0.2,-0.14,-5.82,-2,843,1.4,0.09,0.316,85,-0.42,-0.17,0.4
-0.26,-0.25,1.62,0.113,0.113,0.034,0.034,-1.542,0.893,-44,-1.14,-1.14,-1.69,-0.92,-1.71,-0.09,0,13,-1.13,-2.21,-1.71,-1.13,-0.95,-0.71,-1.09,7.473,1015.4,-0.62,-1.52,-2.62,-1.71,3,820,0.56,0.07,0.489,86,-0.6,-0.3,-0.66
-0.26,-0.25,1.03,0.114,0.114,0.035,0.035,-1.568,0.603,-74,-0.58,-0.58,0.25,-1.429,-0.13,-0.37,0,22,-0.92,-2.9,-0.96,-1.37,-1.06,-0.9,-1.23,4.596,1016.18,-0.69,-1.26,-2.47,1.37,52,748,0.13,-0.04,0.619,87,-0.45,-0.87,0.51
-0.13,-0.26,1.95,0.115,0.115,0.089,0.089,0.194,0.735,28,-0.4,-0.41,-0.01,-1.407,-1.35,-0.21,0,56,-1.25,2.4,-0.6,-1.24,-1.22,-1.31,-1.06,1.63,1016.59,-0.8,-1.97,-0.24,4.4,35,773,0.48,-0.01,0.358,88,-0.52,-2.21,1.18
-0.09,-0.25,1.61,0.119,0.119,0.17,0.17,0.242,1.035,1,-1.3,-1.31,0.92,-1.966,-1.61,-0.18,0,83,-1.31,0.33,-0.26,-2.16,-1.28,-1.82,-1.1,3.862,1014.88,-0.79,-1.21,-0.42,6.58,5,828,1.26,-0.12,0.399,89,-0.34,-1.76,-0.26
-0.04,-0.25,2.14,0.122,0.122,0.187,0.187,-0.266,0.875,-87,-1.49,-1.51,1.43,-1.707,-2.84,-0.24,0,1873,-1.51,-0.18,-0.8,-1.92,-1.18,-1.69,-0.96,1.871,1015.61,-0.72,-2.44,0.11,6.73,248,888,0.5,-0.01,0.319,90,-0.44,-1.89,0.7
-0.08,-0.2,2.7,0.124,0.124,0.262,0.262,0.332,1.558,-83,-1.72,-1.73,0.55,-1.157,-1.49,-0.15,0,1716,-1.49,-1.32,1.78,-1.44,-1.15,-1.41,-0.86,1.333,1016.98,-0.68,-2.35,-1.32,5.99,524,873,2.94,0.12,0.045,91,-0.27,-1.96,1.72
-0.08,-0.14,3.05,0.128,0.128,0.168,0.168,0.76,1.385,-23,-1.27,-1.28,1.44,-1.401,0.61,0.12,16.5,4057,-1.23,0.54,1.25,-1.55,-1.35,-1.45,-1.25,1.983,1018.18,-0.75,-2.25,-0.55,7.2,192,907,3.48,0.17,0.147,92,-0.46,-0.93,-1.19
-0.05,-0.12,2.93,0.129,0.129,0.196,0.196,0.357,1.031,-9,-1.46,-1.46,-1.21,-1.689,-0.15,-0.11,23.5,2493,-1.45,0.82,0.46,-1.47,-1.43,-1.68,-1.35,1.979,1016.16,-1.09,-1.95,-0.22,8.16,410,951,0.43,0.16,0.346,93,-0.41,-0.65,1.29
0,-0.06,3.55,0.132,0.132,0.272,0.272,0.099,1.197,131,-1.64,-1.64,-0.39,-1.981,-1.09,0,1,1268,-2.16,-2.35,-1.09,-1.82,-2.31,-2.4,-2,2.494,1013.07,-1.42,-2.8,0.51,9.02,101,1118,0.25,0.21,0.411,94,-0.28,-0.33,1.2
0.04,0,4.25,0.134,0.134,0.379,0.379,-1.342,1.481,-33,-1.65,-1.64,0.62,-2.024,-0.37,-0.29,0,25,-1.93,-2.14,-1.49,-1.83,-2.45,-2.39,-2,3.016,1013.02,-1.67,-3.08,-0.93,7.63,4,1300,0.36,0.45,0.545,95,-0.2,0.62,-1.13
0,0.11,4.57,0.135,0.135,0.25,0.25,-0.444,1.144,57,-1.15,-1.15,0.73,-1.553,,-0.3,0,0,-1.72,0.51,0.07,-1.69,-2.03,-2.09,-1.45,-3.548,1011.47,-1.47,-2.75,-2.37,3.82,34,1346,0.58,0.3,0.84,96,-0.57,-0.32,-1.28
-0.06,0.09,4.38,0.135,0.135,0.18,0.18,-1.204,1.438,-87,-1.1,-1.11,-0.74,-1.321,-0.39,-0.21,0,60,-1.45,-0.76,-0.76,-1.31,-1.2,-1.06,-1.28,-2.126,1010.2,-1.11,-2.48,-2.34,-1.01,-1,1412,1.02,0.37,1.092,97,-0.5,-0.17,-2.87
-0.09,-0.06,3.56,0.134,0.134,0.088,0.088,-2.029,1.206,13,-1.14,-1.15,-0.89,-0.967,-1.99,-0.32,0,6,-1.19,-2.96,-1.71,-1.2,-0.99,-0.7,-1.19,5.06,1012.86,-0.76,-2.74,-1.69,-3.23,7,1672,0.57,0.24,1.119,98,-0.69,-0.3,-1.65
-0.07,-0.19,2.5,0.136,0.136,0.007,0.007,0.47,0.505,-22,-0.98,-0.98,0.33,-1.299,-1.13,-0.3,0,41,-1.18,0.01,-0.46,-0.75,-0.83,-0.54,-1.1,5.191,1013.95,-0.63,-2.56,-0.97,-2.01,24,1606,0.09,-0.04,0.977,99,-0.57,-0.61,0.11
-0.06,-0.34,2.02,0.137,0.137,0.057,0.057,-0.868,0.605,-102,-0.95,-0.95,-0.08,-1.279,0.29,-0.26,0,30,-1.12,-1.9,-1.3,-1.15,-0.97,-0.66,-1.1,0.577,1014.2,-0.54,-2.17,-0.17,-2.01,0,1659,0.27,0,0.993,100,-0.73,-1.43,0.73
-0.17,-0.43,0.16,0.137,0.137,-0.065,-0.065,1.391,0.007,-158,-1.04,-1.05,0.61,-1.016,-0.05,-0.29,0,540,-1.36,4.54,2.1,-1.21,-0.8,-0.76,-0.91,1.273,1013.64,-0.52,-1.41,-0.17,-6.16,-60,1634,0.37,-0.29,0.983,101,-0.45,-1.53,2
-0.23,-0.54,-1.4,0.136,0.136,-0.271,-0.271,0.28,-0.621,-87,-1.06,-1.07,-1.47,-1.151,-1.95,-0.08,0,1510,-1.41,1.26,0.41,-0.94,-0.92,-0.85,-0.79,2.335,1015.27,-0.51,-1.7,-0.08,-11.02,-1,1540,0.44,-0.45,0.723,102,-0.43,-2.49,-0.81
-0.25,-0.6,-0.47,0.134,0.134,-0.097,-0.097,-0.215,-0.316,-46,-1.13,-1.14,1.13,-1.316,0.48,-0.09,0.5,4321,-1.07,0.35,-0.72,-0.14,-1.06,-1.03,-1.04,2.644,1018.8,-0.57,-1.03,-1.28,-13.04,206,1628,1.84,-0.29,0.707,103,-0.26,-1.86,0.58
-0.2,-0.62,-0.25,0.131,0.131,-0.105,-0.105,-0.652,-0.115,163,-1.06,-1.06,-0.16,-1.112,1.92,-0.36,8.5,2518,-0.78,-3.15,-1.89,-0.43,-1.17,-1.06,-1.46,3.112,1015.04,-0.55,-1.16,-0.23,-15.17,317,1938,1.15,-0.2,0.767,104,-0.19,-1.5,0.5
-0.17,-0.54,-0.67,0.128,0.128,-0.096,-0.096,-0.202,-0.686,-69,-0.56,-0.55,2.61,-1.156,0.98,-0.15,1.5,1601,-0.82,-0.51,0.38,-1.01,-0.98,-1.03,-1.42,0.005,1013.9,-0.46,-0.71,0.42,-14.67,332,2009,0.05,-0.27,0.661,105,-0.19,-1.97,-0.38
-0.13,-0.41,0.05,0.126,0.126,-0.05,-0.05,1.139,-0.117,-68,-1.3,-1.3,0.53,-0.918,-1.43,-0.24,0,1128,-1.13,1.23,1.47,-1.19,-0.97,-1.07,-1.12,3.177,1016.21,-0.42,-2.3,-2.16,-14.9,20,2016,0.48,-0.06,0.341,106,-0.44,-1.05,1.65
-0.08,-0.23,0.39,0.125,0.125,-0.094,-0.094,-0.066,-0.236,-47,-0.56,-0.56,-1.51,-0.891,-0.82,-0.21,2.5,357,-1.22,1.39,0.4,-1.06,-1.14,-1.33,-0.81,5.012,1010.96,-0.43,-2.11,1,-16.96,9,2504,0.1,-0.08,-0.035,107,-0.43,-1.65,-1.3
-0.03,-0.28,0.74,0.125,0.125,0.012,0.012,0.001,-0.133,-72,-0.7,-0.69,0.38,-0.699,,-0.17,0,56,-0.77,2.57,0,-1.32,-0.89,-1.21,-0.65,6.564,1007.56,-0.43,-1.28,-0.61,-15.02,91,2537,0.17,0.05,-0.111,108,-0.49,-0.23,-2.76
